taxids;name;type designation
1298716;environmental samples;environmental samples <Phyllanthaceae>
1298717;Phyllanthaceae environmental sample;
1298718;environmental samples;environmental samples <Simaroubaceae>
1298719;Simaroubaceae environmental sample;
1298720;environmental samples;environmental samples <Urticaceae>
1298721;Urticaceae environmental sample;
1298823;environmental samples;environmental samples <Staphylinidae>
1298824;Alegoria environmental sample;
1298825;Blattodea environmental sample;
1298826;Cicadellidae environmental sample;
1298827;Euborellia environmental sample;
1298828;Hydroporinae environmental sample;
1298829;Pentatomidae environmental sample;
1298830;Scolopendra environmental sample;
1298831;Staphylinidae environmental sample;
1298832;Camponotus environmental sample;
1298833;Cosmopolites environmental sample;
1298834;Odontomachus environmental sample;
1298835;Polytus environmental sample;
1298836;Solenopsis environmental sample;
1298837;Wasmannia environmental sample;
1298838;environmental samples;environmental samples <Alegoria>
1298839;environmental samples;environmental samples <Blattodea>
1298840;environmental samples;environmental samples <Cicadellidae>
1298841;environmental samples;environmental samples <Camponotus>
1298842;environmental samples;environmental samples <Euborellia>
1298843;environmental samples;environmental samples <Hydroporinae>
1298844;environmental samples;environmental samples <Pentatomidae>
1298845;environmental samples;environmental samples <Scolopendra>
1298846;environmental samples;environmental samples <Cosmopolites>
1298847;environmental samples;environmental samples <Odontomachus>
1298848;environmental samples;environmental samples <Polytus>
1298849;environmental samples;environmental samples <Solenopsis>
1298850;environmental samples;environmental samples <Wasmannia>
1298948;environmental samples;environmental samples <Desertifilum>
1300250;environmental samples;environmental samples <Flexivirga>
1301195;environmental samples;environmental samples <Microchaetaceae>
1301197;environmental samples;environmental samples <Wilmottia>
1301294;environmental samples;environmental samples <Oscillatoriophycideae>
1301311;zooplankton environmental sample;
1302229;environmental samples;environmental samples <Calidifontibacter>
1302714;environmental samples;environmental samples <OM27 clade>
1304691;environmental samples;environmental samples <Goodfellowiella>
1304913;environmental samples;environmental samples <Deefgea>
1305747;environmental samples;environmental samples <Noctilucaceae>
1305750;environmental samples;environmental samples <Ceratiaceae>
1305754;environmental samples;environmental samples <Goniodomataceae>
1305759;environmental samples;environmental samples <Podolampaceae>
1305761;environmental samples;environmental samples <Trochamminidae>
1306140;environmental samples;environmental samples <Tevnia>
1306141;Tevnia environmental sample;
1308391;environmental samples;environmental samples <Insolitispirillum>
1310086;environmental samples;environmental samples <Haematobacter>
1313251;environmental samples;environmental samples <Nostochopsis>
1313253;environmental samples;environmental samples <Stigonema>
1313318;environmental samples;environmental samples <Budvicia>
1315257;environmental samples;environmental samples <Cryptosporangium>
1321265;environmental samples;environmental samples <Anaerobacillus>
1325448;environmental samples;environmental samples <Echinostoma>
1325449;Echinostoma environmental sample;
1325876;environmental samples;environmental samples <Mysidacea>
1325877;Mysidacea environmental sample;
1325879;Palaemon environmental sample;
1325879;Palaemonetes environmental sample;
1329400;environmental samples;environmental samples <Tritirachiaceae>
1329546;environmental samples;environmental samples <Streptomonospora>
1329634;environmental samples;environmental samples <Amorphus>
1329646;environmental samples;environmental samples <Aeriscardovia>
1329774;environmental samples;environmental samples <Lactonifactor>
1330469;environmental samples;environmental samples <Halorientalis>
1330492;environmental samples;environmental samples <Halobellus>
1331039;environmental samples;environmental samples <Lonsdalea>
1331296;environmental samples;environmental samples <Sandaracinus>
1331582;environmental samples;environmental samples <Jakobida>
1331698;environmental samples;environmental samples <Acetomicrobium>
1331700;environmental samples;environmental samples <Albimonas>
1331702;environmental samples;environmental samples <Aureispira>
1331705;environmental samples;environmental samples <Cesiribacter>
1331707;environmental samples;environmental samples <Devriesea>
1331710;environmental samples;environmental samples <Elioraea>
1331712;environmental samples;environmental samples <Heliothrix>
1331714;environmental samples;environmental samples <Mahella>
1331716;environmental samples;environmental samples <Neoasaia>
1331718;environmental samples;environmental samples <Renibacterium>
1331720;environmental samples;environmental samples <Saccharibacter>
1331724;environmental samples;environmental samples <Syntrophaceticus>
1331726;environmental samples;environmental samples <Wandonia>
1331728;environmental samples;environmental samples <Candidatus Xiphinematobacter>
1331731;environmental samples;environmental samples <Chryseoglobus>
1331738;environmental samples;environmental samples <Haloactinobacterium>
1333377;environmental samples;environmental samples <Heliobacillus>
1333705;environmental samples;environmental samples <Tepidicella>
1333707;environmental samples;environmental samples <Polymorphum>
1333709;environmental samples;environmental samples <Metallibacterium>
1333717;environmental samples;environmental samples <Schleiferia>
1333767;environmental samples;environmental samples <Rhodothalassium>
1334013;environmental samples;environmental samples <Leptotrichiaceae>
1334115;environmental samples;environmental samples <Melioribacter>
1334620;environmental samples;environmental samples <Methanothermus>
1335105;environmental samples;environmental samples <Piscicoccus>
1337069;environmental samples;environmental samples <Natronocella>
1337071;environmental samples;environmental samples <Agreia>
1339140;environmental samples;environmental samples <Ameyamaea>
1339142;environmental samples;environmental samples <Anderseniella>
1339144;environmental samples;environmental samples <Andreprevotia>
1339146;environmental samples;environmental samples <Bryobacter>
1339148;environmental samples;environmental samples <Cucumibacter>
1339150;environmental samples;environmental samples <Daeguia>
1339152;environmental samples;environmental samples <Desulfovermiculus>
1339157;environmental samples;environmental samples <Gallaecimonas>
1339160;environmental samples;environmental samples <Geosporobacter>
1339162;environmental samples;environmental samples <Glaciibacter>
1339164;environmental samples;environmental samples <Gracilimonas>
1339166;environmental samples;environmental samples <Gulosibacter>
1339168;environmental samples;environmental samples <Herbiconiux>
1339170;environmental samples;environmental samples <Kinneretia>
1339172;environmental samples;environmental samples <Lachnobacterium>
1339174;environmental samples;environmental samples <Methylosoma>
1339176;environmental samples;environmental samples <Mobilicoccus>
1339178;environmental samples;environmental samples <Neokomagataea>
1339180;environmental samples;environmental samples <Nitritalea>
1339182;environmental samples;environmental samples <Pyxidicoccus>
1339184;environmental samples;environmental samples <Selenihalanaerobacter>
1339186;environmental samples;environmental samples <Siphonobacter>
1339190;environmental samples;environmental samples <Soonwooa>
1339192;environmental samples;environmental samples <Thermasporomyces>
1339194;environmental samples;environmental samples <Umezawaea>
1339380;Heliantheae environmental sample;
1340893;environmental samples;environmental samples <Simkaniaceae>
1341014;environmental samples;environmental samples <Litorimicrobium>
1341724;environmental samples;environmental samples <Alysiella>
1342372;environmental samples;environmental samples <Partitiviridae>
1342374;environmental samples;environmental samples <Varicosavirus>
1342841;environmental samples;environmental samples <Candidatus Sulcia>
1349456;environmental samples;environmental samples <Camptobasidiaceae>
1349460;environmental samples;environmental samples <Polyporales incertae sedis>
1350313;environmental samples;environmental samples <unclassified Clostridiales Family XI. Incertae Sedis>
1350545;environmental samples;environmental samples <Chitinilyticum>
1353786;environmental samples;environmental samples <Phanerochaetaceae>
1356638;environmental samples;environmental samples <mixed culture>
1357939;environmental samples;environmental samples <Phaeochoraceae>
1365012;environmental samples;environmental samples <Camelimonas>
1365668;environmental samples;environmental samples <Sporolituus>
1365855;environmental samples;environmental samples <Histioteuthidae>
1365856;Histioteuthidae environmental sample cf. Histoteuthis sp.;
1365859;environmental samples;environmental samples <Ommastrephes>
1366064;environmental samples;environmental samples <Argyropelecus>
1366065;Argyropelecus environmental sample;
1366066;environmental samples;environmental samples <Cheilopogon>
1366067;Cheilopogon environmental sample;
1366068;environmental samples;environmental samples <Diaphus>
1366069;Diaphus environmental sample;
1366070;environmental samples;environmental samples <Exocoetidae>
1366071;Exocoetidae environmental sample;
1366072;environmental samples;environmental samples <Exocoetus>
1366073;Exocoetus environmental sample;
1366074;environmental samples;environmental samples <Halosaurus>
1366075;Halosaurus environmental sample;
1366076;environmental samples;environmental samples <Synaphobranchidae>
1366077;Synaphobranchidae environmental sample;
1366078;environmental samples;environmental samples <Trachurus>
1366079;Trachurus environmental sample;
1366080;environmental samples;environmental samples <Trichiuridae>
1366081;Trichiuridae environmental sample;
1367543;environmental samples;environmental samples <Pucciniomycetes>
1367850;environmental samples;environmental samples <Angustibacter>
1379693;environmental samples;environmental samples <Bacillariodnavirus>
1381593;environmental samples;environmental samples <Kinetoplastibacterium>
1382267;environmental samples;environmental samples <Raphidiopsis>
1382833;environmental samples;environmental samples <Telmatocola>
1383044;environmental samples;environmental samples <Marisediminicola>
1383437;environmental samples;environmental samples <Thermotalea>
1383440;environmental samples;environmental samples <Thermosyntropha>
1385960;environmental samples;environmental samples <Radiocystis>
1386093;environmental samples;environmental samples <Cunoniaceae>
1386094;Cunoniaceae environmental sample;
1386095;Millettieae environmental sample;
1386096;environmental samples;environmental samples <Primulaceae>
1386097;Primulaceae environmental sample;
1386099;Sapindoideae environmental sample;
1386100;environmental samples;environmental samples <Myrtaceae>
1386101;Syzygium environmental sample;
1386102;environmental samples;environmental samples <Cyatheales>
1386103;Cyatheales environmental sample;
1386104;Cyathea environmental sample;
1386105;Rauvolfioideae environmental sample;
1386106;environmental samples;environmental samples <Dennstaedtiaceae>
1386107;Dennstaedtiaceae environmental sample;
1386108;environmental samples;environmental samples <Oxalidales>
1386109;Oxalidales environmental sample;
1386110;Sterculioideae environmental sample;
1386111;environmental samples;environmental samples <Saccolomataceae>
1386112;Saccolomataceae environmental sample;
1386113;environmental samples;environmental samples <eupolypods II>
1386114;eupolypods II environmental sample;
1386117;Dalbergieae environmental sample;
1386118;Mimosa environmental sample;
1386119;Desmodieae environmental sample;
1387506;environmental samples;environmental samples <Selenomonadales>
1387964;environmental samples;environmental samples <Halomarina>
1387968;environmental samples;environmental samples <Halorubellus>
1387970;environmental samples;environmental samples <Halolamina>
1387972;environmental samples;environmental samples <Halarchaeum>
1387974;environmental samples;environmental samples <Halopelagius>
1388788;environmental samples;environmental samples <Saccharomycotina>
1392393;environmental samples;environmental samples <Litoreibacter>
1392395;environmental samples;environmental samples <Salisaeta>
1392422;environmental samples;environmental samples <Methanoregulaceae>
1392479;Spermatophyta environmental sample;
1399868;environmental samples;environmental samples <Asaccharobacter>
1399873;environmental samples;environmental samples <Marvinbryantia>
1399875;environmental samples;environmental samples <Mucispirillum>
1399877;environmental samples;environmental samples <Nocardiopsaceae>
1399879;environmental samples;environmental samples <Nosocomiicoccus>
1399881;environmental samples;environmental samples <Pimelobacter>
1399884;environmental samples;environmental samples <Prauserella>
1399886;environmental samples;environmental samples <Serinibacter>
1399888;environmental samples;environmental samples <Smaragdicoccus>
1399890;environmental samples;environmental samples <Tepidimicrobium>
1399897;environmental samples;environmental samples <Daphnia>
1399898;Daphnia environmental sample;
1399899;environmental samples;environmental samples <Dermacentor>
1399900;Dermacentor environmental sample;
1401342;environmental samples;environmental samples <Bryocella>
1401344;environmental samples;environmental samples <Acidipila>
1401346;environmental samples;environmental samples <Telmatobacter>
1401425;environmental samples;environmental samples <Cladoniaceae>
1401640;environmental samples;environmental samples <Mitovirus>
1401816;environmental samples;environmental samples <Boraginaceae>
1401817;Cordia environmental sample;
1401818;Desmodium environmental sample;
1401819;environmental samples;environmental samples <Aspergillaceae>
1401820;Ficus environmental sample;
1401821;environmental samples;environmental samples <Thermoascaceae>
1401823;Brosimum environmental sample;
1401824;Castilla environmental sample;
1401826;Cecropia environmental sample;
1401827;environmental samples;environmental samples <Piperaceae>
1401828;Piper environmental sample;
1401829;Psidium environmental sample;
1401830;environmental samples;environmental samples <Combretaceae>
1401831;Terminalia environmental sample;
1401832;Simarouba environmental sample;
1401988;environmental samples;environmental samples <Testudinaceae>
1402011;environmental samples;environmental samples <Sporotomaculum>
1402013;environmental samples;environmental samples <Oxobacter>
1402121;environmental samples;environmental samples <Dicyrtomina>
1402122;Dicyrtomina environmental sample;
1403518;environmental samples;environmental samples <Salinihabitans>
1403521;environmental samples;environmental samples <Psychrosphaera>
1403832;environmental samples;environmental samples <Natribacillus>
1411139;environmental samples;environmental samples <Orbaceae>
1415795;environmental samples;environmental samples <Vorticellidae>
1416933;environmental samples;environmental samples <Dactylococcopsis>
1416948;environmental samples;environmental samples <Urocystidaceae>
1418083;environmental samples;environmental samples <Vuilleminiaceae>
1418097;Agrostis environmental sample;
1418098;Urtica environmental sample;
1421483;environmental samples;environmental samples <Coniferophyta>
1421484;conifer environmental sample;
1421492;environmental samples;environmental samples <Malacostraca>
1421493;Malacostraca environmental sample;
1421564;environmental samples;environmental samples <Conoidasida>
1421712;environmental samples;environmental samples <Anthozoa>
1421713;Anthozoa environmental sample;
1421719;environmental samples;environmental samples <Sagittoidea>
1421772;Sagittoidea environmental sample;
1424207;environmental samples;environmental samples <Phaeothamniophyceae>
1424505;environmental samples;environmental samples <Desulfonatronovibrio>
1426737;Lygodesmia environmental sample;
1426738;Solidago environmental sample;
1426739;Lithospermum environmental sample;
1426740;environmental samples;environmental samples <Cyperaceae>
1426741;Carex environmental sample;
1426742;environmental samples;environmental samples <Elaeagnaceae>
1426743;Elaeagnus environmental sample;
1426744;Thermopsis environmental sample;
1426760;Agropyron environmental sample;
1426761;Bouteloua environmental sample;
1426762;Calamagrostis environmental sample;
1426763;Calamovilfa environmental sample;
1426764;Festuca environmental sample;
1426765;Hesperostipa environmental sample;
1426766;Koeleria environmental sample;
1426767;Oenothera environmental sample;
1426768;Galium environmental sample;
1427533;environmental samples;environmental samples <Desulfonatronumaceae>
1428333;environmental samples;environmental samples <Backusellaceae>
1428339;environmental samples;environmental samples <Calosphaeriaceae>
1431342;environmental samples;environmental samples <Alicorhagia>
1431343;Alicorhagia environmental sample;
1432426;environmental samples;environmental samples <Haloterrigena>
1433142;environmental samples;environmental samples <Loriellopsis>
1434373;environmental samples;environmental samples <Rarobacter>
1434375;environmental samples;environmental samples <Pseudofulvimonas>
1434377;environmental samples;environmental samples <Saccharofermentans>
1434379;environmental samples;environmental samples <Grimontella>
1434381;environmental samples;environmental samples <Lysinimicrobium>
1434383;environmental samples;environmental samples <Sediminibacillus>
1434385;environmental samples;environmental samples <Geminicoccus>
1434387;environmental samples;environmental samples <Nanobacterium>
1434390;environmental samples;environmental samples <Sciscionella>
1434392;environmental samples;environmental samples <Rhodoligotrophos>
1434394;environmental samples;environmental samples <Teredinibacter>
1434396;environmental samples;environmental samples <Beutenbergia>
1434681;environmental samples;environmental samples <Caldivirga>
1434683;environmental samples;environmental samples <Pyrococcus>
1434687;environmental samples;environmental samples <Anaerocellum>
1434689;environmental samples;environmental samples <Taylorella>
1434691;environmental samples;environmental samples <Acetohalobium>
1434693;environmental samples;environmental samples <Caldanaerobius>
1434695;environmental samples;environmental samples <Lawsonia>
1434697;environmental samples;environmental samples <Blattabacterium>
1434733;environmental samples;environmental samples <Cestoda>
1434734;Cestoda environmental sample;
1440065;environmental samples;environmental samples <Pseudosphingobacterium>
1440470;environmental samples;environmental samples <Palaemon>
1441063;environmental samples;environmental samples <Zavarzinia>
1441065;environmental samples;environmental samples <Alkalitalea>
1444018;environmental samples;environmental samples <Spirirestis>
1444020;environmental samples;environmental samples <Hassallia>
1444022;environmental samples;environmental samples <Fortiea>
1444024;environmental samples;environmental samples <Coleodesmium>
1444342;environmental samples;environmental samples <Dicranaceae>
1444344;Dicranella environmental sample;
1444345;environmental samples;environmental samples <Funariaceae>
1444346;Physcomitrella environmental sample;
1446769;environmental samples;environmental samples <Carnimonas>
1446771;environmental samples;environmental samples <Vallitalea>
1446773;environmental samples;environmental samples <Compostimonas>
1446775;environmental samples;environmental samples <Natranaerovirga>
1446777;environmental samples;environmental samples <Salimesophilobacter>
1446780;environmental samples;environmental samples <Puniceicoccus>
1447086;environmental samples;environmental samples <Mameliella>
1448935;environmental samples;environmental samples <Geoarchaeota>
1449683;environmental samples;environmental samples <Nostocoida limicola III>
1449794;environmental samples;environmental samples <Lamprobacter>
1449796;environmental samples;environmental samples <Magnetospira>
1452366;environmental samples;environmental samples <unclassified Methanomicrobiales (miscellaneous)>
1453800;environmental samples;environmental samples <Gynumella>
1454161;environmental samples;environmental samples <Ornithinibacter>
1456945;environmental samples;environmental samples <Desulfonatronobacter>
1460080;environmental samples;environmental samples <Frischella>
1462470;environmental samples;environmental samples <Parvarchaeota>
1462472;environmental samples;environmental samples <Nanohaloarchaeota>
1464147;environmental samples;environmental samples <Ornatilinea>
1469316;environmental samples;environmental samples <Hysteriaceae>
1469368;environmental samples;environmental samples <Dictyocaulus>
1469369;Dictyocaulus environmental sample;
1469370;environmental samples;environmental samples <Lepeophtheirus>
1469371;Lepeophtheirus environmental sample;
1469409;environmental samples;environmental samples <Chionosphaeraceae>
1469411;environmental samples;environmental samples <Hypocreales incertae sedis>
1471297;environmental samples;environmental samples <Chaetothyriaceae>
1472210;environmental samples;environmental samples <Bergeriella>
1475341;Aonidiella environmental sample;
1475342;Carulaspis environmental sample;
1475343;Chionaspis environmental sample;
1475344;Dynaspidiotus environmental sample;
1475345;Fiorinia environmental sample;
1475346;Halimococcidae environmental sample;
1475347;Hemiberlesia environmental sample;
1475348;Melanaspis environmental sample;
1475349;Parlatoria environmental sample;
1475350;Pinnaspis environmental sample;
1475351;Pseudaulacaspis environmental sample;
1475352;Unaspis environmental sample;
1475353;environmental samples;environmental samples <Aonidiella>
1475354;environmental samples;environmental samples <Carulaspis>
1475355;environmental samples;environmental samples <Chionaspis>
1475356;environmental samples;environmental samples <Dynaspidiotus>
1475357;environmental samples;environmental samples <Fiorinia>
1475358;environmental samples;environmental samples <Halimococcidae>
1475359;environmental samples;environmental samples <Hemiberlesia>
1475360;environmental samples;environmental samples <Melanaspis>
1475361;environmental samples;environmental samples <Pinnaspis>
1475362;environmental samples;environmental samples <Pseudaulacaspis>
1475363;environmental samples;environmental samples <Unaspis>
1475365;environmental samples;environmental samples <Parlatoria>
1476392;environmental samples;environmental samples <Phacaceae>
1476749;environmental samples;environmental samples <Vertebrata>
1476750;fish environmental sample;
1477004;environmental samples;environmental samples <Candidatus Uzinura>
1479070;environmental samples;environmental samples <Alterococcus>
1479244;environmental samples;environmental samples <Phormidesmis>
1479247;environmental samples;environmental samples <Lepidoptera>
1479248;Lepidoptera environmental sample;
1480114;environmental samples;environmental samples <Kareniaceae>
1480290;environmental samples;environmental samples <Archaeorhizomycetaceae>
1481714;environmental samples;environmental samples <Hibberdiales>
1482072;environmental samples;environmental samples <Methylovulum>
1483963;environmental samples;environmental samples <Mikrocytiidae>
1483964;microcytid environmental sample;
1484103;environmental samples;environmental samples <Thermobrachium>
1484171;Prismatolaimidae environmental sample;
1484172;Chromadorida environmental sample;
1484173;Pratylenchus environmental sample;
1484174;Dorylaimida environmental sample;
1484175;Triplonchida environmental sample;
1484176;Tylenchida environmental sample;
1484177;Chromadorea environmental sample;
1484178;Acrobeloides environmental sample;
1484179;environmental samples;environmental samples <Acrobeloides>
1484180;environmental samples;environmental samples <Chromadorea>
1484181;environmental samples;environmental samples <Chromadorida>
1484182;environmental samples;environmental samples <Dorylaimida>
1484183;environmental samples;environmental samples <Prismatolaimidae>
1484184;environmental samples;environmental samples <Triplonchida>
1484185;environmental samples;environmental samples <Tylenchida>
1484690;environmental samples;environmental samples <Roseinatronobacter>
1486467;environmental samples;environmental samples <Ectocarpaceae>
1487175;environmental samples;environmental samples <Polychytriales>
1487178;environmental samples;environmental samples <Ancylistaceae>
1487844;environmental samples;environmental samples <Leukarachnion>
1490453;environmental samples;environmental samples <Pseudozobellia>
1490863;environmental samples;environmental samples <Pluralibacter>
1490865;environmental samples;environmental samples <Lelliottia>
1492712;environmental samples;environmental samples <Halioglobus>
1494891;environmental samples;environmental samples <Scomber>
1494894;Scomber environmental sample;
1495570;environmental samples;environmental samples <Stenoxybacter>
1497500;environmental samples;environmental samples <Thermoleophilia>
1497502;environmental samples;environmental samples <Spironema>
1497504;environmental samples;environmental samples <Jahnella>
1497506;environmental samples;environmental samples <Galbibacter>
1497552;environmental samples;environmental samples <Chromulinaceae>
1497771;environmental samples;environmental samples <Syzygosporaceae>
1497773;environmental samples;environmental samples <Cochlonemataceae>
1500352;environmental samples;environmental samples <Teloschistales>
1500358;environmental samples;environmental samples <Acarosporales>
1500362;environmental samples;environmental samples <Ostropomycetidae>
1500372;environmental samples;environmental samples <Geoglossomycetes>
1500374;environmental samples;environmental samples <Pleosporomycetidae>
1500421;environmental samples;environmental samples <Lecanoromycetidae>
1500449;environmental samples;environmental samples <Candidatus Paenicardinium>
1500511;environmental samples;environmental samples <Strongyloides>
1500512;Strongyloides environmental sample;
1500541;environmental samples;environmental samples <Proteiniclasticum>
1500544;environmental samples;environmental samples <Quinella>
1500546;environmental samples;environmental samples <Succiniclasticum>
1501330;environmental samples;environmental samples <Fragilaria>
1501668;environmental samples;environmental samples <Kineosphaera>
1502674;environmental samples;environmental samples <Orchidaceae>
1502675;Orchidaceae environmental sample;
1502830;environmental samples;environmental samples <Ferrimonadaceae>
1503099;environmental samples;environmental samples <Kappamycetaceae>
1503202;environmental samples;environmental samples <Hepatozoidae>
1504697;environmental samples;environmental samples <Solimonas>
1505653;environmental samples;environmental samples <Terrisporobacter>
1505655;environmental samples;environmental samples <Romboutsia>
1505658;environmental samples;environmental samples <Intestinibacter>
1505661;environmental samples;environmental samples <Asaccharospora>
1506598;environmental samples;environmental samples <Agitococcus>
1506600;environmental samples;environmental samples <Lentisphaeria>
1506602;environmental samples;environmental samples <Chlorobia>
1507055;environmental samples;environmental samples <Thermohydrogenium>
1507057;environmental samples;environmental samples <Clostridiales Family XVI. Incertae Sedis>
1507182;environmental samples;environmental samples <Archaeoglobaceae>
1508422;environmental samples;environmental samples <Klebsormidiophyceae>
1508456;Gaetanus environmental sample;
1508457;Oithona environmental sample;
1508464;environmental samples;environmental samples <Pelagostrobilidium>
1508467;environmental samples;environmental samples <Xystonellidae>
1508468;environmental samples;environmental samples <Gonyaulacaceae>
1508470;environmental samples;environmental samples <Protoperidinium>
1513857;environmental samples;environmental samples <Paraliales>
1515678;environmental samples;environmental samples <Aliiglaciecola>
1518512;environmental samples;environmental samples <mitosporic Sordariomycetes>
1518515;environmental samples;environmental samples <Powellomycetaceae>
1518517;environmental samples;environmental samples <Sirobasidiaceae>
1519355;environmental samples;environmental samples <Ponticaulis>
1520792;environmental samples;environmental samples <candidate division RF3>
1520795;environmental samples;environmental samples <candidate division BHI80-139>
1520798;environmental samples;environmental samples <Candidate division NPL-UPA2>
1525471;environmental samples;environmental samples <Halobacteroides>
1527257;Cardamine environmental sample;
1530089;environmental samples;environmental samples <Fervidicoccus>
1530091;environmental samples;environmental samples <Thermogladius>
1533820;environmental samples;environmental samples <Algicola>
1534570;environmental samples;environmental samples <Amblyosporidae>
1536713;environmental samples;environmental samples <Streptostemon>
1537591;environmental samples;environmental samples <Pilobolaceae>
1537602;environmental samples;environmental samples <Dissoconiaceae>
1537667;environmental samples;environmental samples <Restionaceae>
1538528;environmental samples;environmental samples <Planktomarina>
1538620;environmental samples;environmental samples <Syncephalastraceae>
1540814;environmental samples;environmental samples <Pullulanibacillus>
1542445;environmental samples;environmental samples <Halophytophthora>
1543916;environmental samples;environmental samples <Methyloligella>
1544296;environmental samples;environmental samples <Lacibacterium>
1545739;environmental samples;environmental samples <Defluviimonas>
1545741;environmental samples;environmental samples <Christensenella>
1545898;environmental samples;environmental samples <Lucina>
1545899;Lucina environmental sample;Lucina environmental sample <bivalve>
1545902;environmental samples;environmental samples <Olavius>
1545903;Olavius environmental sample;
1547915;environmental samples;environmental samples <Aureicoccus>
1547917;environmental samples;environmental samples <Parasphingopyxis>
1547919;environmental samples;environmental samples <Algimonas>
1549796;environmental samples;environmental samples <Apusomonadidae>
1549799;environmental samples;environmental samples <Ebriidae>
1551584;environmental samples;environmental samples <Psychrobacillus>
1552954;environmental samples;environmental samples <Magnetococcaceae>
1552956;environmental samples;environmental samples <Fictibacillus>
1552958;environmental samples;environmental samples <Modicisalibacter>
1552960;environmental samples;environmental samples <Litorilinea>
1552962;environmental samples;environmental samples <Blastocatella>
1552964;environmental samples;environmental samples <Antarcticimonas>
1552966;environmental samples;environmental samples <Thermoanaerobaculum>
1552972;environmental samples;environmental samples <Euseius>
1552973;Euseius environmental sample;
1553426;environmental samples;environmental samples <Mortierellomycotina>
1553904;environmental samples;environmental samples <Oligoflexus>
1559985;environmental samples;environmental samples <Labilithrix>
1561146;environmental samples;environmental samples <Termitidae>
1561147;Termitidae environmental sample;
1561227;environmental samples;environmental samples <Euzebyales>
1561230;environmental samples;environmental samples <Constrictibacter>
1561369;environmental samples;environmental samples <Iphinoe>
1561979;environmental samples;environmental samples <Candidatus Fritschea>
1562520;environmental samples;environmental samples <Actinospica>
1563415;environmental samples;environmental samples <Eumunida>
1563416;Eumunida environmental sample;
1563417;environmental samples;environmental samples <Saurida>
1563418;Saurida environmental sample;
1563421;environmental samples;environmental samples <Penaeus>
1563422;Penaeus environmental sample;
1564981;environmental samples;environmental samples <Candidatus Methanomethylophilus>
1564986;environmental samples;environmental samples <Methanosalsum>
1565458;environmental samples;environmental samples <Stakelama>
1565460;environmental samples;environmental samples <Flaviramulus>
1565599;environmental samples;environmental samples <Hemiphacidiaceae>
1565603;environmental samples;environmental samples <Graphiaceae>
1569328;environmental samples;environmental samples <Methylacidiphilaceae>
1569626;environmental samples;environmental samples <Salinarimonas>
1570149;environmental samples;environmental samples <Hydnangiaceae>
1570394;environmental samples;environmental samples <Caldibacillus>
1570946;environmental samples;environmental samples <Cytauxzoon>
1572323;environmental samples;environmental samples <Sporadotrichida>
1572325;environmental samples;environmental samples <Hemiaulaceae>
1572669;environmental samples;environmental samples <Amphibia>
1572670;Amphibia environmental sample;
1572670;amphibian environmental sample;
1572705;environmental samples;environmental samples <Paracalanidae>
1572706;Paracalanidae environmental sample;
1572708;environmental samples;environmental samples <Oithona>
1572711;environmental samples;environmental samples <Pleurobrachia>
1572713;Pleurobrachia environmental sample;
1573071;environmental samples;environmental samples <Syllidae>
1573072;Syllidae environmental sample;
1573820;environmental samples;environmental samples <Mariniphaga>
1573822;environmental samples;environmental samples <Draconibacterium>
1573824;environmental samples;environmental samples <Sunxiuqinia>
1574480;environmental samples;environmental samples <Candidatus Endomicrobium>
1576797;environmental samples;environmental samples <Ferritrophicaceae>
1576844;environmental samples;environmental samples <Methylacidiphilales>
1576912;environmental samples;environmental samples <Ferrovibrio>
1579746;environmental samples;environmental samples <Rubripirellula>
1579980;environmental samples;environmental samples <Armatimonadaceae>
1582101;environmental samples;environmental samples <Desulfitispora>
1582169;environmental samples;environmental samples <Shimwellia>
1583101;environmental samples;environmental samples <Muriicola>
1583280;environmental samples;environmental samples <Arthoniomycetes>
1583329;environmental samples;environmental samples <Paenochrobactrum>
1585922;environmental samples;environmental samples <Caliciaceae>
1586265;environmental samples;environmental samples <Viridiraptoridae>
1586336;environmental samples;environmental samples <Arenicella>
1586338;environmental samples;environmental samples <Batrachospermaceae>
1586341;environmental samples;environmental samples <Achnanthidiaceae>
1586778;environmental samples;environmental samples <Lachnoclostridium>
1587530;environmental samples;environmental samples <Litoricola>
1587532;environmental samples;environmental samples <Salsuginibacillus>
1587535;environmental samples;environmental samples <Fervidicella>
1587541;environmental samples;environmental samples <Agaricicola>
1587543;environmental samples;environmental samples <Pontibaca>
1587561;environmental samples;environmental samples <Neodevriesiaceae>
1588647;environmental samples;environmental samples <Peniophoraceae>
1588924;environmental samples;environmental samples <Paenalcaligenes>
1588926;environmental samples;environmental samples <Kosakonia>
1592077;environmental samples;environmental samples <Phyllostictaceae>
1592318;environmental samples;environmental samples <Dacrymycetes>
1592321;environmental samples;environmental samples <Dacrymycetaceae>
1592704;environmental samples;environmental samples <Lejeuneaceae>
1592705;Leucolejeunea environmental sample;
1592709;Polypodiales environmental sample;
1592710;environmental samples;environmental samples <Pteridaceae>
1592711;Pteridaceae environmental sample;
1592715;environmental samples;environmental samples <Scytonemataceae>
1592786;environmental samples;environmental samples <Diadesmidaceae>
1594791;environmental samples;environmental samples <Pyxidiophoraceae>
1595893;environmental samples;environmental samples <Chlamydophryidae>
1603369;environmental samples;environmental samples <Effusibacillus>
1604661;environmental samples;environmental samples <Aureimonas>
1604866;environmental samples;environmental samples <Spumellaria>
1607787;environmental samples;environmental samples <Anaerobacterium>
